,id,expected_recovery_amount,actual_recovery_amount,recovery_strategy,age,sex
1148,861,2622,2621.438675,Level 2 Recovery,54,Male
1149,1330,2623,4738.28446,Level 2 Recovery,57,Male
1150,1749,2633,3750.170324,Level 2 Recovery,33,Female
1151,542,2638,2606.0763899999997,Level 2 Recovery,35,Male
1152,749,2642,3075.818601,Level 2 Recovery,24,Male
1153,1569,2644,3519.2018350000003,Level 2 Recovery,41,Female
1154,45,2653,3565.670989,Level 2 Recovery,33,Female
1155,1666,2654,2813.5133690000002,Level 2 Recovery,39,Female
1156,944,2657,3707.486758,Level 2 Recovery,34,Female
1157,679,2661,1983.8617100000001,Level 2 Recovery,38,Female
1158,2009,2670,3254.483057,Level 2 Recovery,18,Male
1159,255,2671,3557.152765,Level 2 Recovery,36,Male
1160,594,2680,3531.8946509999996,Level 2 Recovery,35,Male
1161,2039,2680,2386.810062,Level 2 Recovery,31,Female
1162,183,2691,3312.0148719999997,Level 2 Recovery,29,Female
1163,273,2691,1710.4459170000002,Level 2 Recovery,32,Male
1164,15,2698,2065.919934,Level 2 Recovery,35,Male
1165,664,2705,3468.7561579999997,Level 2 Recovery,31,Male
1166,1377,2705,2941.541631,Level 2 Recovery,58,Female
1167,250,2711,2190.2432059999996,Level 2 Recovery,36,Female
1168,1689,2720,2700.8015600000003,Level 2 Recovery,40,Female
1169,995,2729,3270.8247100000003,Level 2 Recovery,48,Female
1170,655,2730,3995.0636670000004,Level 2 Recovery,30,Male
1171,43,2731,3411.683705,Level 2 Recovery,46,Female
1172,776,2735,3510.410909,Level 2 Recovery,33,Male
1173,455,2741,2040.270577,Level 2 Recovery,45,Female
1174,1103,2742,2976.7613530000003,Level 2 Recovery,33,Female
1175,157,2743,2127.603691,Level 2 Recovery,33,Male
1176,786,2743,2258.306733,Level 2 Recovery,45,Female
1177,285,2745,2811.067361,Level 2 Recovery,33,Female
1178,1578,2746,4439.481672999999,Level 2 Recovery,36,Female
1179,900,2749,2583.971778,Level 2 Recovery,31,Female
1180,406,2750,3586.871276,Level 2 Recovery,44,Female
1181,1020,2751,3096.7973230000002,Level 2 Recovery,32,Male
1182,49,2756,2731.0975320000002,Level 2 Recovery,35,Female
1183,1788,2761,3016.947433,Level 2 Recovery,53,Male
1184,781,2769,2790.726706,Level 2 Recovery,40,Female
1185,1941,2769,3335.579158,Level 2 Recovery,50,Male
1186,7,2770,4023.127789,Level 2 Recovery,40,Female
1187,1062,2770,3865.410882,Level 2 Recovery,42,Female
1188,1552,2771,4111.634789,Level 2 Recovery,32,Male
1189,181,2775,1632.986524,Level 2 Recovery,43,Male
1190,691,2776,2832.51561,Level 2 Recovery,38,Male
1191,2038,2784,6905.129287000001,Level 2 Recovery,33,Female
1192,1190,2787,4560.746371,Level 2 Recovery,32,Male
1193,1488,2792,5352.005681000001,Level 2 Recovery,39,Female
1194,1083,2796,2848.659639,Level 2 Recovery,40,Female
1195,1152,2796,3295.238163,Level 2 Recovery,31,Male
1196,1841,2799,2347.422294,Level 2 Recovery,41,Male
1197,2042,2800,3347.841514,Level 2 Recovery,47,Male
1198,515,2804,3123.870849,Level 2 Recovery,31,Male
1199,463,2807,5249.053089999999,Level 2 Recovery,37,Female
1200,156,2813,2258.088758,Level 2 Recovery,38,Female
1201,717,2813,2220.210209,Level 2 Recovery,38,Male
1202,627,2816,3207.49973,Level 2 Recovery,22,Female
1203,1313,2817,3235.797637,Level 2 Recovery,53,Male
1204,445,2827,2513.026523,Level 2 Recovery,50,Female
1205,79,2832,2627.48364,Level 2 Recovery,21,Female
1206,1162,2833,2659.8687059999997,Level 2 Recovery,33,Male
1207,1449,2833,3828.946174,Level 2 Recovery,33,Female
1208,1084,2841,3062.873584,Level 2 Recovery,34,Male
1209,860,2849,2343.83442,Level 2 Recovery,48,Male
1210,831,2864,2996.532607,Level 2 Recovery,41,Female
1211,1126,2874,5088.147119,Level 2 Recovery,42,Female
1212,670,2876,3448.148279,Level 2 Recovery,51,Female
1213,2049,2878,4155.352299,Level 2 Recovery,33,Female
1214,1690,2880,2892.519739,Level 2 Recovery,29,Male
1215,1958,2880,8212.70497,Level 2 Recovery,52,Female
1216,795,2881,4578.123047,Level 2 Recovery,53,Male
1217,100,2889,3243.898687,Level 2 Recovery,33,Female
1218,62,2893,2081.4474370000003,Level 2 Recovery,37,Female
1219,152,2894,2100.229441,Level 2 Recovery,42,Female
1220,742,2897,3071.208513,Level 2 Recovery,32,Male
1221,1038,2897,2418.349591,Level 2 Recovery,31,Male
1222,2025,2897,3583.6166299999995,Level 2 Recovery,26,Male
1223,633,2898,3436.4972840000005,Level 2 Recovery,30,Female
1224,849,2901,3459.7867420000002,Level 2 Recovery,43,Male
1225,467,2910,2354.292609,Level 2 Recovery,37,Female
1226,1161,2911,3398.202218,Level 2 Recovery,51,Female
1227,1333,2920,2935.136685,Level 2 Recovery,44,Female
1228,1436,2924,3999.9760119999996,Level 2 Recovery,37,Female
1229,1055,2928,3245.300228,Level 2 Recovery,46,Female
1230,408,2931,4317.77823,Level 2 Recovery,31,Male
1231,451,2936,2552.751836,Level 2 Recovery,29,Male
1232,572,2936,3273.408658,Level 2 Recovery,31,Male
1233,1142,2939,4358.55516,Level 2 Recovery,44,Male
1234,1468,2943,5206.320068,Level 2 Recovery,39,Male
1235,1731,2943,2566.7310620000003,Level 2 Recovery,30,Male
1236,1851,2949,3823.873769,Level 2 Recovery,49,Male
1237,1946,2954,4027.9086340000003,Level 2 Recovery,48,Male
1238,296,2956,3886.488049,Level 2 Recovery,48,Female
1239,537,2956,3745.843475,Level 2 Recovery,48,Male
1240,400,2967,2939.838633,Level 2 Recovery,63,Male
1241,579,2973,2806.887751,Level 2 Recovery,44,Male
1242,171,2974,2801.27208,Level 2 Recovery,55,Female
1243,323,2976,3456.54218,Level 2 Recovery,53,Male
1244,381,2976,2041.7110510000002,Level 2 Recovery,36,Female
1245,801,2981,2954.786885,Level 2 Recovery,39,Male
1246,1056,2987,3950.405604,Level 2 Recovery,48,Male
1247,1073,2990,3968.5371189999996,Level 2 Recovery,45,Male
1248,1266,2992,2401.934713,Level 2 Recovery,46,Female
1249,1324,2992,4051.6592920000003,Level 2 Recovery,48,Female
1250,621,3002,5392.977189,Level 3 Recovery,47,Male
1251,1836,3003,3306.175644,Level 3 Recovery,38,Male
1252,199,3005,2670.274009,Level 3 Recovery,44,Male
1253,340,3006,2174.134832,Level 3 Recovery,36,Female
1254,190,3007,3880.9214090000005,Level 3 Recovery,55,Female
1255,107,3009,3701.3851159999995,Level 3 Recovery,51,Female
1256,539,3011,5418.757349,Level 3 Recovery,55,Female
1257,1872,3014,5240.163699000001,Level 3 Recovery,27,Female
1258,1926,3014,4761.861638,Level 3 Recovery,55,Male
1259,1244,3015,2653.650537,Level 3 Recovery,38,Male
1260,1884,3016,7262.631211,Level 3 Recovery,51,Male
1261,978,3020,5531.6741759999995,Level 3 Recovery,43,Female
1262,1525,3024,673.1240457,Level 3 Recovery,46,Female
1263,1088,3026,4189.012382,Level 3 Recovery,52,Female
1264,124,3030,7277.4808459999995,Level 3 Recovery,54,Female
1265,1811,3030,4482.005947,Level 3 Recovery,61,Male
1266,1910,3032,8884.060523,Level 3 Recovery,25,Female
1267,1246,3035,4996.909904,Level 3 Recovery,50,Male
1268,1854,3046,4592.6961759999995,Level 3 Recovery,28,Male
1269,547,3051,6791.965089,Level 3 Recovery,43,Female
1270,659,3053,7264.260245999999,Level 3 Recovery,42,Female
1271,1645,3053,8292.163111,Level 3 Recovery,24,Female
1272,81,3057,3727.165279,Level 3 Recovery,41,Female
1273,276,3061,4440.961914,Level 3 Recovery,35,Female
1274,149,3064,3484.008099,Level 3 Recovery,29,Male
1275,1662,3064,3473.334139,Level 3 Recovery,48,Female
1276,746,3067,9619.672798,Level 3 Recovery,38,Male
1277,1046,3067,4175.930946,Level 3 Recovery,49,Female
1278,477,3068,4939.948138000001,Level 3 Recovery,47,Male
1279,990,3071,4325.565009,Level 3 Recovery,48,Male
1280,1064,3079,6377.672294,Level 3 Recovery,49,Male
1281,1603,3084,4737.821683,Level 3 Recovery,46,Male
1282,721,3094,3765.9172759999997,Level 3 Recovery,49,Female
1283,1134,3102,4626.360885,Level 3 Recovery,34,Female
1284,1388,3111,5849.1919100000005,Level 3 Recovery,37,Male
1285,705,3114,3123.755479,Level 3 Recovery,38,Female
1286,1825,3120,3426.1900579999997,Level 3 Recovery,50,Male
1287,1147,3122,5089.60726,Level 3 Recovery,45,Male
1288,836,3125,3603.9509909999997,Level 3 Recovery,48,Female
1289,397,3127,6387.374121,Level 3 Recovery,54,Female
1290,158,3129,2935.945344,Level 3 Recovery,49,Female
1291,1959,3129,3511.117693,Level 3 Recovery,45,Male
1292,97,3130,4504.1648270000005,Level 3 Recovery,53,Male
1293,1435,3138,4142.108007,Level 3 Recovery,46,Male
1294,72,3142,2864.531975,Level 3 Recovery,32,Male
1295,620,3142,5562.009821,Level 3 Recovery,35,Male
1296,757,3145,4649.374204,Level 3 Recovery,39,Female
1297,1795,3146,4172.556354,Level 3 Recovery,25,Male
1298,343,3148,4441.612072999999,Level 3 Recovery,39,Female
1299,82,3149,4134.77969,Level 3 Recovery,53,Male
1300,701,3149,3951.0064039999997,Level 3 Recovery,40,Male
1301,444,3151,3856.766069,Level 3 Recovery,43,Female
1302,529,3155,4811.1617719999995,Level 3 Recovery,60,Female
1303,1417,3164,4127.67382,Level 3 Recovery,39,Female
1304,432,3172,5935.855278,Level 3 Recovery,40,Male
1305,794,3175,4435.930126,Level 3 Recovery,45,Male
1306,350,3181,2278.300853,Level 3 Recovery,54,Male
1307,1555,3185,4104.029882,Level 3 Recovery,46,Male
1308,267,3190,3650.2765329999997,Level 3 Recovery,54,Male
1309,632,3190,4040.41555,Level 3 Recovery,34,Male
1310,1040,3192,5214.255827,Level 3 Recovery,32,Male
1311,244,3195,3682.57374,Level 3 Recovery,49,Female
1312,68,3207,4568.452896,Level 3 Recovery,46,Male
1313,1656,3209,5775.980525999999,Level 3 Recovery,41,Male
1314,1803,3213,3582.4782909999994,Level 3 Recovery,37,Female
1315,1575,3215,5478.924467,Level 3 Recovery,42,Male
1316,1747,3217,4878.671732,Level 3 Recovery,50,Male
1317,1587,3228,8148.579449,Level 3 Recovery,40,Female
1318,768,3232,4674.83975,Level 3 Recovery,27,Male
1319,683,3234,3716.048971,Level 3 Recovery,55,Female
1320,895,3241,4349.650657,Level 3 Recovery,57,Female
1321,58,3242,3531.422718,Level 3 Recovery,52,Male
1322,722,3252,3813.624305,Level 3 Recovery,38,Male
1323,719,3257,3057.240343,Level 3 Recovery,52,Male
1324,1179,3265,5353.56679,Level 3 Recovery,42,Male
1325,622,3266,4769.344816,Level 3 Recovery,57,Male
1326,437,3269,6547.994867,Level 3 Recovery,53,Male
1327,1835,3271,4645.918445,Level 3 Recovery,55,Female
1328,2004,3271,6935.485086,Level 3 Recovery,52,Male
1329,596,3273,3623.2408909999995,Level 3 Recovery,41,Female
1330,1716,3275,4880.0742549999995,Level 3 Recovery,41,Female
1331,209,3276,7111.878825,Level 3 Recovery,29,Female
1332,163,3282,2627.267599,Level 3 Recovery,43,Male
1333,436,3282,13056.468640000001,Level 3 Recovery,50,Female
1334,358,3285,4100.319964,Level 3 Recovery,50,Female
1335,817,3289,6650.9591310000005,Level 3 Recovery,41,Female
1336,832,3291,4297.13969,Level 3 Recovery,36,Male
1337,424,3301,3759.4242700000004,Level 3 Recovery,47,Female
1338,1289,3305,5564.1313119999995,Level 3 Recovery,59,Female
1339,367,3306,4538.213058,Level 3 Recovery,49,Male
1340,1278,3310,3608.536521,Level 3 Recovery,44,Female
1341,1425,3318,4452.591143,Level 3 Recovery,37,Female
1342,857,3325,4015.654622,Level 3 Recovery,43,Female
1343,1059,3325,5393.31628,Level 3 Recovery,49,Female
1344,597,3328,3715.4269189999995,Level 3 Recovery,47,Female
1345,769,3328,4342.59169,Level 3 Recovery,52,Male
1346,751,3331,3654.0346159999995,Level 3 Recovery,44,Male
1347,1106,3333,4845.324143,Level 3 Recovery,36,Male
1348,1327,3334,4136.436706,Level 3 Recovery,38,Male
1349,1843,3334,5060.324047,Level 3 Recovery,59,Male
1350,131,3342,6921.937262,Level 3 Recovery,48,Female
1351,563,3342,3836.864658,Level 3 Recovery,56,Female
1352,1231,3343,4630.603228,Level 3 Recovery,54,Male
1353,176,3355,4721.787242,Level 3 Recovery,37,Female
1354,997,3357,5836.489976,Level 3 Recovery,58,Male
1355,635,3365,9108.402333,Level 3 Recovery,32,Female
1356,308,3370,2787.269558,Level 3 Recovery,46,Male
1357,369,3371,5548.181264,Level 3 Recovery,40,Female
1358,1724,3379,3678.0328979999995,Level 3 Recovery,39,Female
1359,1001,3384,3967.1931369999998,Level 3 Recovery,54,Male
1360,656,3395,7602.924223,Level 3 Recovery,39,Male
1361,76,3398,3596.565855,Level 3 Recovery,23,Male
1362,923,3398,5546.108555,Level 3 Recovery,41,Female
1363,312,3399,6434.873072,Level 3 Recovery,32,Female
1364,2055,3399,3577.9666049999996,Level 3 Recovery,51,Male
1365,904,3402,4414.195087,Level 3 Recovery,35,Male
1366,2024,3404,5561.6339,Level 3 Recovery,40,Female
1367,2044,3412,8769.163972,Level 3 Recovery,48,Male
1368,393,3413,4693.8525549999995,Level 3 Recovery,37,Female
1369,927,3416,6039.570054,Level 3 Recovery,43,Female
1370,1306,3419,4914.60383,Level 3 Recovery,64,Female
1371,1680,3421,5941.764461,Level 3 Recovery,34,Male
1372,644,3425,5662.63398,Level 3 Recovery,47,Male
1373,1922,3425,8342.648659999999,Level 3 Recovery,40,Female
1374,1085,3426,4126.619519,Level 3 Recovery,28,Female
1375,1646,3427,6362.888664,Level 3 Recovery,49,Male
1376,566,3429,3563.691052,Level 3 Recovery,45,Male
1377,992,3429,5386.408703,Level 3 Recovery,34,Female
1378,811,3434,6097.8994840000005,Level 3 Recovery,39,Female
1379,147,3436,3344.2336600000003,Level 3 Recovery,35,Female
1380,686,3442,3184.085734,Level 3 Recovery,41,Female
1381,2034,3444,4519.028069,Level 3 Recovery,53,Male
1382,1511,3446,4597.073763,Level 3 Recovery,57,Female
1383,838,3447,5271.882496,Level 3 Recovery,41,Female
1384,1518,3460,6234.6155579999995,Level 3 Recovery,51,Female
1385,29,3468,5222.602221,Level 3 Recovery,35,Female
1386,53,3470,4712.35279,Level 3 Recovery,42,Male
1387,1762,3470,5841.830631,Level 3 Recovery,39,Male
1388,1616,3474,6746.880120000001,Level 3 Recovery,55,Female
1389,365,3490,4729.8574340000005,Level 3 Recovery,43,Male
1390,211,3499,9942.101238,Level 3 Recovery,61,Female
1391,550,3510,4815.822822,Level 3 Recovery,41,Female
1392,882,3510,4191.6097119999995,Level 3 Recovery,56,Male
1393,1660,3512,6014.589690999999,Level 3 Recovery,48,Male
1394,1113,3514,6168.792214,Level 3 Recovery,52,Male
1395,342,3516,2567.6426260000003,Level 3 Recovery,40,Female
1396,753,3516,4742.274103,Level 3 Recovery,60,Male
1397,1457,3533,6905.663639,Level 3 Recovery,36,Female
1398,1439,3534,5640.798253,Level 3 Recovery,36,Male
1399,434,3536,5569.838390999999,Level 3 Recovery,40,Female
1400,889,3537,2803.108635,Level 3 Recovery,46,Female
1401,1757,3538,5370.014313000001,Level 3 Recovery,47,Female
1402,851,3546,7332.82009,Level 3 Recovery,59,Female
1403,1065,3550,5784.360962,Level 3 Recovery,44,Female
1404,1697,3554,7541.387181,Level 3 Recovery,41,Male
1405,368,3556,3641.55699,Level 3 Recovery,55,Female
1406,616,3559,5865.233384,Level 3 Recovery,45,Male
1407,452,3563,8951.879894,Level 3 Recovery,53,Male
1408,1615,3564,5378.069582,Level 3 Recovery,59,Male
1409,1146,3565,10388.2881,Level 3 Recovery,47,Female
1410,613,3568,3663.979479,Level 3 Recovery,41,Male
1411,1566,3570,9713.402587,Level 3 Recovery,53,Female
1412,1652,3574,5176.3083799999995,Level 3 Recovery,59,Female
1413,919,3594,4148.848237,Level 3 Recovery,40,Female
1414,1109,3603,4565.1404219999995,Level 3 Recovery,34,Female
1415,1490,3604,7218.109756,Level 3 Recovery,35,Female
1416,235,3606,3546.172236,Level 3 Recovery,55,Male
1417,353,3608,5057.712637,Level 3 Recovery,57,Female
1418,439,3612,16519.4867,Level 3 Recovery,48,Female
1419,1760,3619,5176.81633,Level 3 Recovery,42,Female
1420,1082,3643,6521.989525999999,Level 3 Recovery,66,Male
1421,1281,3647,5610.6852579999995,Level 3 Recovery,49,Male
1422,1881,3652,8002.152424,Level 3 Recovery,56,Female
1423,1546,3658,6262.589968,Level 3 Recovery,45,Female
1424,1145,3660,5001.072309,Level 3 Recovery,48,Male
1425,431,3666,4140.287636,Level 3 Recovery,50,Male
1426,1521,3673,7629.626959,Level 3 Recovery,50,Male
1427,1139,3674,5882.483282,Level 3 Recovery,40,Female
1428,1987,3677,6894.519279000001,Level 3 Recovery,61,Female
1429,804,3684,5833.8466,Level 3 Recovery,45,Female
1430,119,3689,6148.12855,Level 3 Recovery,59,Male
1431,662,3692,5098.18369,Level 3 Recovery,39,Female
1432,1070,3693,6609.474137,Level 3 Recovery,59,Male
1433,1562,3702,6306.301753,Level 3 Recovery,39,Male
1434,517,3703,6296.036728,Level 3 Recovery,76,Male
1435,1445,3705,6816.188228,Level 3 Recovery,49,Male
1436,1698,3706,5807.7790509999995,Level 3 Recovery,52,Male
1437,1286,3710,5026.036882,Level 3 Recovery,32,Male
1438,959,3722,6928.474407,Level 3 Recovery,51,Female
1439,1853,3723,6017.949704,Level 3 Recovery,34,Male
1440,433,3734,7770.351703,Level 3 Recovery,71,Male
1441,280,3739,2867.274886,Level 3 Recovery,45,Female
1442,1889,3743,4863.702722999999,Level 3 Recovery,45,Female
1443,956,3749,6066.419579,Level 3 Recovery,41,Male
1444,1653,3755,5168.626235,Level 3 Recovery,52,Male
1445,309,3757,7792.056570000001,Level 3 Recovery,36,Female
1446,1820,3768,2029.693193,Level 3 Recovery,53,Female
1447,1023,3771,5700.211947,Level 3 Recovery,41,Female
1448,1572,3772,5161.475651,Level 3 Recovery,62,Male
1449,689,3775,8019.515015999999,Level 3 Recovery,63,Female
1450,2053,3775,9719.999402,Level 3 Recovery,57,Male
1451,1013,3779,6136.459,Level 3 Recovery,62,Female
1452,1072,3784,5813.196447,Level 3 Recovery,61,Male
1453,167,3789,7073.308501,Level 3 Recovery,42,Male
1454,541,3789,5464.742924,Level 3 Recovery,65,Female
1455,507,3795,6899.846343000001,Level 3 Recovery,62,Male
1456,462,3798,6081.231165,Level 3 Recovery,45,Female
1457,1104,3800,7435.590633,Level 3 Recovery,52,Female
1458,1165,3800,6317.278326,Level 3 Recovery,50,Female
1459,39,3818,4076.9071799999997,Level 3 Recovery,53,Male
1460,37,3826,4674.550992,Level 3 Recovery,58,Male
1461,928,3835,5523.120371,Level 3 Recovery,65,Female
1462,1197,3848,8225.967339,Level 3 Recovery,46,Female
1463,48,3854,4641.614846,Level 3 Recovery,49,Female
1464,1159,3855,5400.940122999999,Level 3 Recovery,47,Female
1465,1371,3857,6897.52067,Level 3 Recovery,63,Female
1466,1758,3857,5570.066559000001,Level 3 Recovery,50,Male
1467,646,3870,8587.046039,Level 3 Recovery,66,Male
1468,265,3874,8535.882623,Level 3 Recovery,46,Female
1469,2012,3892,8811.016545999999,Level 3 Recovery,65,Male
1470,848,3893,7624.444664,Level 3 Recovery,44,Male
1471,2051,3901,4446.049014,Level 3 Recovery,53,Male
1472,1541,3904,9028.249247,Level 3 Recovery,48,Male
1473,67,3907,3296.4662989999997,Level 3 Recovery,60,Female
1474,1823,3914,4090.608107,Level 3 Recovery,63,Female
1475,1722,3916,4682.626972999999,Level 3 Recovery,54,Male
1476,847,3923,5999.527312,Level 3 Recovery,59,Female
1477,1368,3923,5757.685073,Level 3 Recovery,50,Male
1478,545,3931,6123.334085,Level 3 Recovery,45,Male
1479,1166,3933,5262.055214,Level 3 Recovery,47,Female
1480,373,3937,10324.43118,Level 3 Recovery,70,Female
1481,1299,3942,7590.89055,Level 3 Recovery,67,Male
1482,347,3945,5040.117429,Level 3 Recovery,40,Female
1483,339,3946,4907.467606,Level 3 Recovery,53,Male
1484,160,3968,12346.63659,Level 3 Recovery,63,Male
1485,69,3972,4289.324209,Level 3 Recovery,58,Male
1486,1595,3973,10282.49931,Level 3 Recovery,64,Male
1487,1522,3982,5453.999183,Level 3 Recovery,45,Male
1488,1349,3986,5424.6989490000005,Level 3 Recovery,57,Male
1489,1678,3992,6367.1536320000005,Level 3 Recovery,71,Male
1490,143,4001,1921.107323,Level 3 Recovery,62,Male
1491,1215,4006,8649.806664,Level 3 Recovery,36,Female
1492,1725,4009,5316.579525,Level 3 Recovery,45,Female
1493,1657,4010,5617.471857,Level 3 Recovery,69,Male
1494,1714,4013,5767.138753,Level 3 Recovery,50,Female
1495,89,4015,4010.573254,Level 3 Recovery,47,Female
1496,891,4020,4875.845999,Level 3 Recovery,47,Female
1497,1009,4031,4928.116321,Level 3 Recovery,61,Male
1498,843,4034,6698.395899,Level 3 Recovery,56,Male
1499,526,4039,5078.045066,Level 3 Recovery,60,Female
1500,1459,4048,6520.398791,Level 3 Recovery,52,Female
1501,430,4050,6255.654868,Level 3 Recovery,61,Male
1502,1081,4054,5890.930056,Level 3 Recovery,47,Female
1503,1320,4056,7469.625872,Level 3 Recovery,42,Male
1504,925,4060,3042.451638,Level 3 Recovery,41,Female
1505,1140,4067,5804.582653,Level 3 Recovery,59,Male
1506,752,4068,4879.313831,Level 3 Recovery,57,Male
1507,784,4069,7292.12355,Level 3 Recovery,60,Male
1508,1358,4091,8695.481873,Level 3 Recovery,48,Male
1509,551,4096,6527.360327,Level 3 Recovery,50,Female
1510,1240,4096,5921.575424000001,Level 3 Recovery,41,Female
1511,1270,4098,8013.546367,Level 3 Recovery,50,Female
1512,1133,4101,7119.418395000001,Level 3 Recovery,46,Female
1513,1265,4113,4625.637705,Level 3 Recovery,53,Male
1514,1948,4123,5848.8896429999995,Level 3 Recovery,50,Male
