,id,expected_recovery_amount,actual_recovery_amount,recovery_strategy,age,sex
1515,407,4131,4476.308739,Level 3 Recovery,48,Female
1516,585,4142,3934.6274719999997,Level 3 Recovery,51,Female
1517,1658,4154,6332.017334,Level 3 Recovery,60,Male
1518,47,4155,5036.5064729999995,Level 3 Recovery,55,Female
1519,1192,4164,9266.182873,Level 3 Recovery,45,Female
1520,601,4169,5099.777052,Level 3 Recovery,49,Female
1521,405,4170,4985.7428,Level 3 Recovery,65,Female
1522,1058,4177,6510.349075,Level 3 Recovery,40,Female
1523,414,4178,4695.172026,Level 3 Recovery,49,Male
1524,73,4183,3950.5810890000002,Level 3 Recovery,46,Male
1525,845,4185,4763.5903530000005,Level 3 Recovery,46,Female
1526,1399,4200,11155.70168,Level 3 Recovery,57,Male
1527,846,4202,6065.2008909999995,Level 3 Recovery,57,Female
1528,1582,4207,6647.821991,Level 3 Recovery,54,Female
1529,306,4216,9429.740917000001,Level 3 Recovery,41,Female
1530,456,4221,5398.9121700000005,Level 3 Recovery,59,Female
1531,1187,4226,8446.323369,Level 3 Recovery,64,Male
1532,650,4228,6251.7306149999995,Level 3 Recovery,47,Female
1533,1703,4236,8507.685335,Level 3 Recovery,51,Male
1534,1148,4239,5193.942819,Level 3 Recovery,62,Female
1535,117,4248,6859.867733,Level 3 Recovery,71,Male
1536,1584,4264,6680.7793759999995,Level 3 Recovery,58,Male
1537,638,4271,6303.0547799999995,Level 3 Recovery,59,Female
1538,1314,4289,8518.829396,Level 3 Recovery,71,Male
1539,1935,4291,9356.450421,Level 3 Recovery,53,Male
1540,399,4293,8299.216631000001,Level 3 Recovery,55,Female
1541,1565,4301,12356.884540000001,Level 3 Recovery,54,Female
1542,982,4309,7724.801693,Level 3 Recovery,76,Male
1543,1852,4322,5973.844816,Level 3 Recovery,63,Female
1544,113,4361,7121.513028,Level 3 Recovery,47,Male
1545,771,4388,4936.357207,Level 3 Recovery,68,Male
1546,1672,4397,6238.72204,Level 3 Recovery,71,Male
1547,1454,4403,7086.114242000001,Level 3 Recovery,57,Male
1548,1136,4439,6220.60016,Level 3 Recovery,55,Male
1549,1574,4441,6330.150989,Level 3 Recovery,69,Male
1550,27,4445,5605.396961,Level 3 Recovery,58,Male
1551,606,4450,7141.877388,Level 3 Recovery,46,Male
1552,869,4455,6324.6182850000005,Level 3 Recovery,49,Female
1553,1802,4466,7373.2502620000005,Level 3 Recovery,62,Female
1554,1636,4495,7060.12032,Level 3 Recovery,47,Male
1555,1074,4502,7718.683076,Level 3 Recovery,47,Male
1556,902,4511,4510.46404,Level 3 Recovery,54,Female
1557,1181,4514,7244.973384000001,Level 3 Recovery,63,Male
1558,1784,4514,6243.916639,Level 3 Recovery,75,Male
1559,1032,4552,7442.7589370000005,Level 3 Recovery,78,Male
1560,258,4556,26205.32679,Level 3 Recovery,57,Female
1561,275,4568,6269.773999,Level 3 Recovery,61,Male
1562,2018,4577,8404.740562,Level 3 Recovery,60,Male
1563,1186,4584,7794.838223999999,Level 3 Recovery,64,Female
1564,1430,4586,6737.709108,Level 3 Recovery,51,Female
1565,641,4599,5902.630270000001,Level 3 Recovery,57,Female
1566,1605,4604,8699.730699,Level 3 Recovery,43,Female
1567,55,4613,12814.17368,Level 3 Recovery,63,Male
1568,1473,4615,10376.56411,Level 3 Recovery,49,Female
1569,1413,4624,6407.734979999999,Level 3 Recovery,55,Male
1570,390,4642,5475.223468,Level 3 Recovery,39,Male
1571,628,4655,6589.245326,Level 3 Recovery,76,Male
1572,1797,4660,6152.108886,Level 3 Recovery,74,Male
1573,984,4672,6962.109275,Level 3 Recovery,61,Female
1574,1790,4684,7481.117290000001,Level 3 Recovery,64,Female
1575,1031,4690,6697.774811,Level 3 Recovery,52,Female
1576,571,4692,8948.851545,Level 3 Recovery,42,Female
1577,702,4693,7094.940159000001,Level 3 Recovery,42,Male
1578,1035,4697,10004.124440000001,Level 3 Recovery,43,Female
1579,1317,4701,6154.080189,Level 3 Recovery,43,Female
1580,1054,4708,7077.1383909999995,Level 3 Recovery,66,Female
1581,260,4711,7422.462849,Level 3 Recovery,69,Female
1582,1018,4712,6255.1768409999995,Level 3 Recovery,47,Female
1583,1379,4714,8793.440704999999,Level 3 Recovery,75,Female
1584,1007,4720,7055.688765999999,Level 3 Recovery,60,Female
1585,1366,4723,6409.352646,Level 3 Recovery,70,Male
1586,1885,4728,15737.89432,Level 3 Recovery,63,Female
1587,272,4744,6142.97746,Level 3 Recovery,80,Male
1588,281,4757,6421.827494,Level 3 Recovery,64,Female
1589,1171,4769,10549.05583,Level 3 Recovery,61,Male
1590,216,4774,29831.506660000003,Level 3 Recovery,60,Female
1591,1579,4776,7021.328219,Level 3 Recovery,56,Male
1592,1516,4778,7429.1678409999995,Level 3 Recovery,45,Female
1593,376,4789,8213.079814,Level 3 Recovery,61,Female
1594,962,4790,7729.931820000001,Level 3 Recovery,46,Male
1595,942,4793,9443.236581000001,Level 3 Recovery,64,Male
1596,1335,4793,5412.67678,Level 3 Recovery,77,Female
1597,1513,4807,10840.01915,Level 3 Recovery,70,Male
1598,1027,4810,12768.23346,Level 3 Recovery,75,Male
1599,1846,4810,8585.339245000001,Level 3 Recovery,55,Female
1600,1647,4811,6549.321264,Level 3 Recovery,59,Female
1601,420,4839,7378.827405,Level 3 Recovery,49,Male
1602,993,4862,4758.065918,Level 3 Recovery,53,Male
1603,458,4878,7049.801522,Level 3 Recovery,76,Female
1604,1050,4884,9973.384842,Level 3 Recovery,56,Male
1605,1230,4897,7687.168895000001,Level 3 Recovery,56,Female
1606,1380,4933,6981.6060099999995,Level 3 Recovery,64,Female
1607,1071,4936,8704.052259,Level 3 Recovery,54,Male
1608,1283,4937,4808.34515,Level 3 Recovery,61,Female
1609,968,4938,10069.98264,Level 3 Recovery,61,Female
1610,2032,4942,11279.630790000001,Level 3 Recovery,58,Male
1611,909,4944,6152.816521,Level 3 Recovery,63,Female
1612,270,4962,19642.33657,Level 3 Recovery,50,Female
1613,328,4970,7764.76372,Level 3 Recovery,65,Female
1614,1029,4973,7154.379499,Level 3 Recovery,58,Male
1615,1041,4973,8839.474328,Level 3 Recovery,54,Female
1616,1124,4986,10433.469579999999,Level 3 Recovery,63,Male
1617,2027,4987,13630.58167,Level 3 Recovery,50,Female
1618,1078,5008,7192.934912000001,Level 4 Recovery,63,Male
1619,573,5010,5225.797742,Level 4 Recovery,63,Male
1620,678,5014,11043.134979999999,Level 4 Recovery,62,Female
1621,1258,5021,9537.151946,Level 4 Recovery,73,Male
1622,890,5030,7225.846365,Level 4 Recovery,64,Male
1623,465,5037,7275.536069,Level 4 Recovery,43,Male
1624,941,5038,11942.36472,Level 4 Recovery,76,Male
1625,377,5039,6999.505454000001,Level 4 Recovery,56,Male
1626,645,5059,7097.886779,Level 4 Recovery,62,Male
1627,327,5063,8139.156234,Level 4 Recovery,43,Female
1628,908,5063,5008.424615,Level 4 Recovery,59,Female
1629,1369,5074,9004.64149,Level 4 Recovery,71,Male
1630,1974,5074,10352.21643,Level 4 Recovery,57,Female
1631,290,5078,6915.924067,Level 4 Recovery,70,Female
1632,833,5094,8480.642875,Level 4 Recovery,58,Female
1633,326,5110,9699.017851999999,Level 4 Recovery,54,Male
1634,592,5133,5525.8247280000005,Level 4 Recovery,78,Female
1635,1024,5135,8036.323418999999,Level 4 Recovery,74,Male
1636,65,5147,5386.810455,Level 4 Recovery,59,Male
1637,1911,5147,7319.596554000001,Level 4 Recovery,69,Male
1638,1460,5159,6727.751203,Level 4 Recovery,73,Male
1639,2040,5159,13248.46865,Level 4 Recovery,68,Male
1640,384,5165,7387.410602,Level 4 Recovery,46,Female
1641,758,5180,7191.446634,Level 4 Recovery,81,Male
1642,41,5181,12433.871079999999,Level 4 Recovery,60,Female
1643,1207,5187,6260.329122,Level 4 Recovery,71,Male
1644,1520,5191,9383.825198,Level 4 Recovery,74,Female
1645,991,5194,6691.9152189999995,Level 4 Recovery,54,Female
1646,649,5218,10148.20694,Level 4 Recovery,58,Male
1647,75,5219,5663.306456,Level 4 Recovery,33,Female
1648,1173,5219,7092.159734000001,Level 4 Recovery,54,Female
1649,1312,5226,5396.089245,Level 4 Recovery,62,Male
1650,1250,5234,9928.279875,Level 4 Recovery,65,Female
1651,921,5246,4269.715572,Level 4 Recovery,68,Female
1652,438,5273,14959.3639,Level 4 Recovery,60,Female
1653,1141,5279,5006.927507,Level 4 Recovery,66,Female
1654,2037,5283,7645.470406999999,Level 4 Recovery,63,Male
1655,427,5284,8056.280452,Level 4 Recovery,43,Female
1656,1375,5294,8059.556340000001,Level 4 Recovery,74,Female
1657,1262,5307,9751.577882,Level 4 Recovery,53,Female
1658,863,5325,7690.2136519999995,Level 4 Recovery,48,Female
1659,617,5345,29827.01222,Level 4 Recovery,66,Female
1660,1057,5348,8964.430806999999,Level 4 Recovery,65,Female
1661,385,5375,8742.750191,Level 4 Recovery,72,Female
1662,261,5380,9046.421123,Level 4 Recovery,77,Male
1663,676,5388,7508.006123,Level 4 Recovery,69,Male
1664,1118,5391,8544.550685,Level 4 Recovery,73,Female
1665,64,5397,7240.125923999999,Level 4 Recovery,78,Female
1666,268,5409,17173.88459,Level 4 Recovery,70,Female
1667,319,5411,10856.08808,Level 4 Recovery,53,Female
1668,1484,5411,13415.88052,Level 4 Recovery,69,Female
1669,1736,5421,6888.386407999999,Level 4 Recovery,69,Male
1670,315,5458,9934.513393000001,Level 4 Recovery,58,Female
1671,714,5459,9215.234594,Level 4 Recovery,63,Male
1672,787,5459,8206.134654000001,Level 4 Recovery,67,Male
1673,332,5460,12056.55121,Level 4 Recovery,57,Female
1674,755,5477,6557.952827,Level 4 Recovery,66,Male
1675,1298,5490,5850.437628,Level 4 Recovery,72,Female
1676,366,5500,8343.000372,Level 4 Recovery,74,Male
1677,187,5504,7767.461198,Level 4 Recovery,71,Male
1678,1531,5507,11535.60825,Level 4 Recovery,64,Male
1679,829,5510,6425.4506,Level 4 Recovery,83,Male
1680,1593,5518,11821.47558,Level 4 Recovery,59,Female
1681,940,5526,9238.578231,Level 4 Recovery,74,Female
1682,917,5527,7316.429588,Level 4 Recovery,84,Male
1683,842,5532,8389.474874,Level 4 Recovery,72,Male
1684,1635,5541,8080.941944,Level 4 Recovery,54,Female
1685,1363,5542,14256.631640000001,Level 4 Recovery,59,Female
1686,2000,5543,1001.585644,Level 4 Recovery,66,Female
1687,1060,5573,9826.11353,Level 4 Recovery,60,Female
1688,1374,5600,9432.854056999999,Level 4 Recovery,74,Male
1689,647,5629,8922.893597,Level 4 Recovery,77,Female
1690,370,5633,9375.688329,Level 4 Recovery,72,Female
1691,840,5660,7543.070823,Level 4 Recovery,78,Female
1692,1863,5666,5963.986702,Level 4 Recovery,60,Female
1693,640,5678,9242.791568,Level 4 Recovery,70,Female
1694,1839,5690,12138.74216,Level 4 Recovery,61,Female
1695,395,5703,10900.35092,Level 4 Recovery,62,Female
1696,684,5704,11606.48405,Level 4 Recovery,67,Female
1697,118,5705,9046.593237000001,Level 4 Recovery,72,Male
1698,1834,5707,8246.169844,Level 4 Recovery,54,Male
1699,1076,5724,9844.398322,Level 4 Recovery,77,Male
1700,426,5732,8635.062272,Level 4 Recovery,69,Male
1701,756,5735,7832.264214,Level 4 Recovery,62,Male
1702,35,5751,9858.842034000001,Level 4 Recovery,72,Female
1703,854,5775,9997.580426999999,Level 4 Recovery,61,Male
1704,2036,5861,8692.957817,Level 4 Recovery,56,Male
1705,724,5868,8699.643001,Level 4 Recovery,84,Male
1706,883,5868,8969.371948,Level 4 Recovery,66,Female
1707,772,5876,13194.850059999999,Level 4 Recovery,67,Female
1708,745,5887,9533.614189,Level 4 Recovery,83,Male
1709,103,5958,6279.531666,Level 4 Recovery,67,Female
1710,1753,5961,9672.880379,Level 4 Recovery,56,Female
1711,1370,5970,8077.2664239999995,Level 4 Recovery,68,Male
1712,1123,5980,9951.484451999999,Level 4 Recovery,81,Male
1713,1401,5983,10469.25719,Level 4 Recovery,52,Male
1714,947,5999,10366.14099,Level 4 Recovery,74,Male
1715,512,6009,9487.939499,Level 4 Recovery,78,Female
1716,589,6035,8209.446999,Level 4 Recovery,60,Female
1717,1226,6070,10481.59591,Level 4 Recovery,62,Male
1718,1068,6084,10460.99279,Level 4 Recovery,70,Female
1719,1580,6086,14040.95866,Level 4 Recovery,74,Female
1720,1644,6100,11843.94572,Level 4 Recovery,54,Male
1721,1538,6101,12621.578140000001,Level 4 Recovery,52,Female
1722,269,6124,19658.934559999998,Level 4 Recovery,54,Female
1723,1264,6135,10750.03194,Level 4 Recovery,68,Female
1724,834,6181,10174.10886,Level 4 Recovery,62,Male
1725,1650,6182,7085.704167,Level 4 Recovery,54,Male
1726,98,6206,9714.618515,Level 4 Recovery,63,Male
1727,916,6210,7097.229646,Level 4 Recovery,64,Female
1728,1773,6217,8489.740498000001,Level 4 Recovery,81,Female
1729,1676,6239,9681.62076,Level 4 Recovery,74,Female
1730,1094,6269,9188.796338,Level 4 Recovery,72,Female
1731,636,6273,7575.350590000001,Level 4 Recovery,64,Female
1732,1643,6278,16576.76678,Level 4 Recovery,64,Female
1733,935,6291,11118.91283,Level 4 Recovery,75,Female
1734,449,6300,15108.533440000001,Level 4 Recovery,77,Male
1735,1485,6320,11929.12569,Level 4 Recovery,74,Female
1736,1800,6366,15150.77336,Level 4 Recovery,62,Male
1737,1271,6402,9791.454902,Level 4 Recovery,67,Female
1738,1178,6406,10860.372370000001,Level 4 Recovery,66,Male
1739,1019,6463,9121.505884,Level 4 Recovery,83,Female
1740,558,6491,9655.864111,Level 4 Recovery,75,Female
1741,1015,6492,13621.50795,Level 4 Recovery,59,Male
1742,2046,6500,21610.9207,Level 4 Recovery,75,Female
1743,1158,6512,9524.484059999999,Level 4 Recovery,77,Male
1744,1438,6528,16713.98177,Level 4 Recovery,80,Male
1745,1813,6532,19355.79932,Level 4 Recovery,60,Male
1746,623,6540,9868.012512000001,Level 4 Recovery,76,Male
1747,907,6566,6309.993393,Level 4 Recovery,54,Male
1748,1446,6570,21176.05702,Level 4 Recovery,83,Female
1749,2020,6577,12382.72607,Level 4 Recovery,80,Male
1750,104,6633,15778.703980000002,Level 4 Recovery,52,Male
1751,1172,6645,12294.29933,Level 4 Recovery,80,Male
1752,1512,6700,14866.163,Level 4 Recovery,74,Male
1753,1367,6702,11034.005879999999,Level 4 Recovery,74,Female
1754,101,6723,8108.039578,Level 4 Recovery,70,Female
1755,898,6752,9342.450901,Level 4 Recovery,78,Female
1756,800,6754,12101.79142,Level 4 Recovery,60,Male
1757,316,6764,12037.273959999999,Level 4 Recovery,78,Male
1758,624,6788,16283.521830000002,Level 4 Recovery,70,Male
1759,952,6789,11502.19899,Level 4 Recovery,65,Male
1760,1415,6800,12923.66863,Level 4 Recovery,83,Female
1761,1701,6806,13059.581470000001,Level 4 Recovery,79,Male
1762,1638,6817,10754.39193,Level 4 Recovery,70,Female
1763,1915,6826,17843.1701,Level 4 Recovery,78,Male
1764,939,6842,10020.22897,Level 4 Recovery,77,Female
1765,1321,6864,10196.70853,Level 4 Recovery,76,Male
1766,418,6910,9023.345895,Level 4 Recovery,57,Male
1767,878,6924,11609.48488,Level 4 Recovery,51,Male
1768,1235,6949,11601.76893,Level 4 Recovery,52,Female
1769,531,6957,15330.10636,Level 4 Recovery,63,Female
1770,1431,7013,12484.26115,Level 4 Recovery,54,Female
1771,974,7024,18807.055930000002,Level 4 Recovery,58,Male
1772,603,7035,12530.94989,Level 4 Recovery,74,Male
1773,71,7042,8632.493074,Level 4 Recovery,73,Female
1774,1833,7044,14814.32391,Level 4 Recovery,61,Female
1775,1225,7112,14333.06777,Level 4 Recovery,53,Female
1776,1428,7112,15371.54532,Level 4 Recovery,59,Female
1777,1570,7151,15652.95684,Level 4 Recovery,58,Male
1778,823,7157,16196.07845,Level 4 Recovery,55,Male
1779,112,7167,12366.48263,Level 4 Recovery,71,Male
1780,453,7174,13583.714069999998,Level 4 Recovery,66,Female
1781,590,7177,10940.05852,Level 4 Recovery,57,Female
1782,2029,7179,10339.71267,Level 4 Recovery,84,Female
1783,1752,7187,9955.381515000001,Level 4 Recovery,81,Female
1784,1588,7189,20572.20814,Level 4 Recovery,54,Male
1785,1448,7195,8986.128584999999,Level 4 Recovery,59,Female
1786,1132,7197,7447.236129000001,Level 4 Recovery,82,Male
1787,10,7220,9938.698547,Level 4 Recovery,54,Male
1788,1967,7230,11131.43392,Level 4 Recovery,55,Female
1789,355,7254,9203.729858,Level 4 Recovery,56,Male
1790,1183,7254,17472.13641,Level 4 Recovery,55,Male
1791,937,7256,17296.158219999998,Level 4 Recovery,62,Male
1792,425,7262,12023.72971,Level 4 Recovery,60,Male
1793,673,7288,16258.4949,Level 4 Recovery,84,Male
1794,1000,7336,12133.71157,Level 4 Recovery,84,Female
1795,371,7360,13195.40271,Level 4 Recovery,82,Male
1796,1426,7395,18443.31943,Level 4 Recovery,62,Female
1797,1571,7474,21977.00637,Level 4 Recovery,77,Male
1798,262,7483,18224.28753,Level 4 Recovery,54,Female
1799,1420,7508,13194.75111,Level 4 Recovery,50,Male
1800,33,7514,14350.34717,Level 4 Recovery,66,Male
1801,1596,7519,12003.97483,Level 4 Recovery,75,Male
1802,828,7554,11199.92072,Level 4 Recovery,55,Female
1803,1858,7579,8060.862262999999,Level 4 Recovery,50,Male
1804,229,7630,10978.5244,Level 4 Recovery,52,Female
1805,1294,7686,10770.40165,Level 4 Recovery,78,Male
1806,1654,7698,13654.05921,Level 4 Recovery,65,Male
1807,1288,7731,16671.14181,Level 4 Recovery,51,Male
1808,240,7757,12279.37844,Level 4 Recovery,61,Male
1809,386,7771,16619.6275,Level 4 Recovery,69,Male
1810,325,7775,22734.01795,Level 4 Recovery,82,Male
1811,42,7791,10534.05068,Level 4 Recovery,57,Female
1812,1824,7861,17398.47189,Level 4 Recovery,61,Male
1813,17,7891,14787.5649,Level 4 Recovery,82,Male
1814,1008,7917,12192.41275,Level 4 Recovery,59,Male
1815,778,7926,12129.950640000001,Level 4 Recovery,61,Male
1816,1456,7946,15997.09225,Level 4 Recovery,51,Female
1817,154,7949,9745.058335,Level 4 Recovery,84,Female
1818,1290,7956,16247.83657,Level 4 Recovery,51,Male
1819,2052,7964,12921.51125,Level 4 Recovery,53,Male
1820,1560,7997,16176.370169999998,Level 4 Recovery,51,Male
1821,1323,8057,14579.805030000001,Level 4 Recovery,58,Male
1822,533,8085,13038.77055,Level 4 Recovery,57,Male
1823,906,8143,16344.46826,Level 4 Recovery,65,Female
1824,28,8193,10771.12997,Level 4 Recovery,58,Male
1825,423,8213,588.0044164,Level 4 Recovery,52,Male
1826,32,8217,27871.963069999998,Level 4 Recovery,61,Female
1827,1730,8233,11008.363870000001,Level 4 Recovery,50,Female
1828,23,8244,15465.32496,Level 4 Recovery,55,Male
1829,983,8255,16788.33176,Level 4 Recovery,71,Female
1830,92,8302,10638.15906,Level 4 Recovery,60,Male
1831,57,8357,16890.795680000003,Level 4 Recovery,52,Male
1832,1322,8359,15932.924719999999,Level 4 Recovery,56,Male
1833,1002,8409,9695.6312,Level 4 Recovery,59,Male
1834,1892,8446,14746.833030000002,Level 4 Recovery,48,Male
1835,1418,8560,14336.68227,Level 4 Recovery,52,Female
1836,1684,8595,13763.30811,Level 4 Recovery,80,Female
1837,214,8619,30973.45209,Level 4 Recovery,71,Female
1838,588,8620,9668.229463,Level 4 Recovery,82,Female
1839,1774,8629,15496.8308,Level 4 Recovery,68,Male
1840,85,8633,17536.45201,Level 4 Recovery,48,Male
1841,1122,8651,19161.95114,Level 4 Recovery,47,Male
1842,404,8732,12539.01998,Level 4 Recovery,68,Female
1843,763,8759,15942.630619999998,Level 4 Recovery,56,Male
1844,581,8768,9839.572021,Level 4 Recovery,70,Female
1845,1733,8789,15944.98855,Level 4 Recovery,54,Male
1846,1860,8789,11422.411979999999,Level 4 Recovery,54,Male
1847,934,8803,12853.78061,Level 4 Recovery,52,Female
1848,93,8882,13065.71205,Level 4 Recovery,54,Male
1849,1303,8900,13340.38535,Level 4 Recovery,66,Male
1850,553,8925,16925.05952,Level 4 Recovery,82,Female
1851,555,8930,16461.70968,Level 4 Recovery,65,Female
1852,6,8974,16456.83533,Level 4 Recovery,65,Female
1853,711,8980,15680.676730000001,Level 4 Recovery,51,Male
1854,413,9024,15671.38907,Level 4 Recovery,56,Female
1855,1117,9026,16628.96169,Level 4 Recovery,56,Male
1856,320,9055,18720.219380000002,Level 4 Recovery,57,Male
1857,161,9070,28879.176730000003,Level 4 Recovery,50,Male
1858,699,9173,17131.5168,Level 4 Recovery,61,Male
1859,401,9193,34398.47971,Level 4 Recovery,72,Female
1860,796,9199,21169.80733,Level 4 Recovery,66,Female
1861,429,9218,14352.195880000001,Level 4 Recovery,60,Female
1862,1712,9232,19909.238999999998,Level 4 Recovery,61,Female
1863,186,9290,10351.15426,Level 4 Recovery,55,Female
1864,1583,9299,29170.03174,Level 4 Recovery,60,Female
1865,266,9341,18407.44958,Level 4 Recovery,47,Female
1866,1805,9352,24497.147390000002,Level 4 Recovery,53,Female
1867,318,9365,16034.150469999999,Level 4 Recovery,62,Female
1868,981,9474,21446.8099,Level 4 Recovery,63,Male
1869,568,9481,19814.862119999998,Level 4 Recovery,62,Male
1870,607,9525,20616.21457,Level 4 Recovery,53,Female
1871,263,9596,19912.633530000003,Level 4 Recovery,58,Male
1872,1606,9609,19858.28955,Level 4 Recovery,68,Male
1873,1618,9621,23794.83265,Level 4 Recovery,57,Female
1874,1372,9690,13749.625,Level 4 Recovery,72,Male
1875,461,9742,28305.00625,Level 4 Recovery,59,Male
1876,693,9753,20018.690730000002,Level 4 Recovery,54,Male
1877,361,9785,15388.19599,Level 4 Recovery,65,Female
1878,196,9857,9709.909257,Level 4 Recovery,68,Female
1879,313,9859,30209.18179,Level 4 Recovery,58,Female
1880,1781,9920,20386.23219,Level 4 Recovery,67,Female
1881,522,9964,16706.30592,Level 4 Recovery,53,Male
